ngành,cá_nhân_khớp_ròng,tổ_chức_trong_nước_khớp_ròng,tự_doanh_khớp_ròng,nước_ngoài_khớp_ròng,cá_nhân_thỏa_thuận_ròng,tổ_chức_trong_nước_thỏa_thuận_ròng,tự_doanh_thỏa_thuận_ròng,nước_ngoài_thỏa_thuận_ròng,cá_nhân_tổng_gt_ròng,tổ_chức_trong_nước_tổng_gt_ròng,tự_doanh_tổng_gt_ròng,nước_ngoài_tổng_gt_ròng,ngày
Hàng & Dịch vụ Công nghiệp L2,-23075675600.0,6899468000.0,26167254000.0,-9991046400.0,9898000000.0,-9898000000.0,0.0,0.0,-13177675600.0,-2998532000.0,26167254000.0,-9991046400.0,2023-02-02
Bất động sản L2,-34477350191.0,27116942140.0,51857796000.0,-44497387949.0,1232910000.0,-3079180000.0,1846270000.0,0.0,-33244440191.0,24037762140.0,53704066000.0,-44497387949.0,2023-02-02
Xây dựng và Vật liệu L2,-34633802700.0,8096725700.0,3501319000.0,23035758000.0,0.0,0.0,0.0,0.0,-34633802700.0,8096725700.0,3501319000.0,23035758000.0,2023-02-02
Hóa chất L2,-41739371190.0,18733400190.0,-8999000.0,23014970000.0,0.0,0.0,0.0,0.0,-41739371190.0,18733400190.0,-8999000.0,23014970000.0,2023-02-02
Dịch vụ tài chính L2,-69100825400.0,-40006150000.0,-5032505000.0,114139480400.0,0.0,47703800000.0,-47703800000.0,0.0,-69100825400.0,7697650000.0,-52736305000.0,114139480400.0,2023-02-02
Bán lẻ L2,-111544100050.0,77796791500.0,36014465000.0,-2267156450.0,0.0,-1507200000.0,1507200000.0,0.0,-111544100050.0,76289591500.0,37521665000.0,-2267156450.0,2023-02-02
Tài nguyên Cơ bản L2,-160168072150.0,-3790559500.0,14185210000.0,149773421650.0,0.0,-2088900000.0,2088900000.0,0.0,-160168072150.0,-5879459500.0,16274110000.0,149773421650.0,2023-02-02
Ngân hàng L2,-291608480001.0,5977343650.0,135728000000.0,149903136350.0,-1880000000.0,-1353900000.0,3233900000.0,0.0,-293488480002.0,4623443650.0,138961900000.0,149903136350.0,2023-02-02
Truyền thông L2,14898000.0,-14898000.0,0.0,0.0,0.0,0.0,0.0,0.0,14898000.0,-14898000.0,0.0,0.0,2023-02-03
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-03
Y tế L2,-301409000.0,3444000.0,0.0,297965000.0,0.0,0.0,0.0,0.0,-301409000.0,3444000.0,0.0,297965000.0,2023-02-03
Ô tô và phụ tùng L2,-314675800.0,-731877000.0,0.0,1046552800.0,0.0,0.0,0.0,0.0,-314675800.0,-731877000.0,0.0,1046552800.0,2023-02-03
Hàng cá nhân & Gia dụng L2,-4272865001.0,-5860340000.0,5778680000.0,4354525000.0,0.0,0.0,0.0,0.0,-4272865001.0,-5860340000.0,5778680000.0,4354525000.0,2023-02-03
Thực phẩm và đồ uống L2,-7262441350.0,-27792739850.0,44355741000.0,-9300559800.0,0.0,-3911200000.0,3911200000.0,0.0,-7262441350.0,-31703939850.0,48266941000.0,-9300559800.0,2023-02-03
Bảo hiểm L2,-12099909850.0,2966245000.0,5257460000.0,3876204850.0,0.0,0.0,0.0,0.0,-12099909850.0,2966245000.0,5257460000.0,3876204850.0,2023-02-03
"Điện, nước & xăng dầu khí đốt L2",-13229004600.0,-6761329200.0,6965580000.0,13024753800.0,0.0,0.0,0.0,0.0,-13229004600.0,-6761329200.0,6965580000.0,13024753800.0,2023-02-03
Công nghệ Thông tin L2,-14820782001.0,-5970612400.0,20589187000.0,202207400.0,0.0,-2378000000.0,2378000000.0,0.0,-14820782001.0,-8348612400.0,22967187000.0,202207400.0,2023-02-03
Dầu khí L2,-15287480000.0,8589635000.0,972570000.0,5725275000.0,0.0,0.0,0.0,0.0,-15287480000.0,8589635000.0,972570000.0,5725275000.0,2023-02-03
Du lịch và Giải trí L2,-21917878439.0,2840291000.0,8703060000.0,10374527440.0,-18684000000.0,18684000000.0,0.0,0.0,-40601878439.0,21524291000.0,8703060000.0,10374527440.0,2023-02-03
Hàng & Dịch vụ Công nghiệp L2,-23075675600.0,6899468000.0,26167254000.0,-9991046400.0,9898000000.0,-9898000000.0,0.0,0.0,-13177675600.0,-2998532000.0,26167254000.0,-9991046400.0,2023-02-03
Bất động sản L2,-34477350191.0,27116942140.0,51857796000.0,-44497387949.0,1232910000.0,-3079180000.0,1846270000.0,0.0,-33244440191.0,24037762140.0,53704066000.0,-44497387949.0,2023-02-03
Xây dựng và Vật liệu L2,-34633802700.0,8096725700.0,3501319000.0,23035758000.0,0.0,0.0,0.0,0.0,-34633802700.0,8096725700.0,3501319000.0,23035758000.0,2023-02-03
Hóa chất L2,-41739371190.0,18733400190.0,-8999000.0,23014970000.0,0.0,0.0,0.0,0.0,-41739371190.0,18733400190.0,-8999000.0,23014970000.0,2023-02-03
Dịch vụ tài chính L2,-69100825400.0,-40006150000.0,-5032505000.0,114139480400.0,0.0,47703800000.0,-47703800000.0,0.0,-69100825400.0,7697650000.0,-52736305000.0,114139480400.0,2023-02-03
Bán lẻ L2,-111544100050.0,77796791500.0,36014465000.0,-2267156450.0,0.0,-1507200000.0,1507200000.0,0.0,-111544100050.0,76289591500.0,37521665000.0,-2267156450.0,2023-02-03
Tài nguyên Cơ bản L2,-160168072150.0,-3790559500.0,14185210000.0,149773421650.0,0.0,-2088900000.0,2088900000.0,0.0,-160168072150.0,-5879459500.0,16274110000.0,149773421650.0,2023-02-03
Ngân hàng L2,-291608480001.0,5977343650.0,135728000000.0,149903136350.0,-1880000000.0,-1353900000.0,3233900000.0,0.0,-293488480002.0,4623443650.0,138961900000.0,149903136350.0,2023-02-03
Hóa chất L2,77274980102.0,-13496334200.0,-5412700000.0,-58365945900.0,0.0,0.0,0.0,0.0,77274980102.0,-13496334200.0,-5412700000.0,-58365945900.0,2023-02-06
Hàng cá nhân & Gia dụng L2,8365008001.0,-7379422000.0,1116075000.0,-2101661000.0,0.0,0.0,0.0,0.0,8365008001.0,-7379422000.0,1116075000.0,-2101661000.0,2023-02-06
Thực phẩm và đồ uống L2,7354911200.0,-19524906000.0,-22433000000.0,34602994800.0,0.0,0.0,0.0,0.0,7354911200.0,-19524906000.0,-22433000000.0,34602994800.0,2023-02-06
Công nghệ Thông tin L2,6937052000.0,13955985000.0,-20738430000.0,-154607000.0,0.0,0.0,0.0,0.0,6937052000.0,13955985000.0,-20738430000.0,-154607000.0,2023-02-06
Bán lẻ L2,5161149000.0,-20177674000.0,20103580000.0,-5087055000.0,0.0,0.0,0.0,0.0,5161149000.0,-20177674000.0,20103580000.0,-5087055000.0,2023-02-06
Ô tô và phụ tùng L2,486916201.0,-428731000.0,-2270000.0,-55915200.0,0.0,0.0,0.0,0.0,486916201.0,-428731000.0,-2270000.0,-55915200.0,2023-02-06
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-06
Truyền thông L2,-72261000.0,86761000.0,0.0,-14500000.0,0.0,0.0,0.0,0.0,-72261000.0,86761000.0,0.0,-14500000.0,2023-02-06
"Điện, nước & xăng dầu khí đốt L2",-506123000.0,-11772145000.0,-2694955000.0,14973223000.0,0.0,0.0,0.0,0.0,-506123000.0,-11772145000.0,-2694955000.0,14973223000.0,2023-02-06
Y tế L2,-575659000.0,9896000.0,0.0,565763000.0,0.0,0.0,0.0,0.0,-575659000.0,9896000.0,0.0,565763000.0,2023-02-06
Du lịch và Giải trí L2,-6811922998.0,-1132722000.0,-7247740000.0,15192385000.0,-1446000000.0,1446000000.0,0.0,0.0,-8257922998.0,313278000.0,-7247740000.0,15192385000.0,2023-02-06
Bất động sản L2,-17212709399.0,-13455599100.0,-17885035000.0,48553343500.0,25911600000.0,-25911600000.0,0.0,0.0,8698890601.0,-39367199100.0,-17885035000.0,48553343500.0,2023-02-06
Tài nguyên Cơ bản L2,-20008033500.0,6597644000.0,-4318990000.0,17729379501.0,-12900000000.0,12900000000.0,0.0,0.0,-32908033500.0,19497644000.0,-4318990000.0,17729379501.0,2023-02-06
Bảo hiểm L2,-20651241001.0,762675000.0,-554455000.0,20443021000.0,0.0,0.0,0.0,0.0,-20651241001.0,762675000.0,-554455000.0,20443021000.0,2023-02-06
Dầu khí L2,-27959985000.0,18350855000.0,410545000.0,9198585000.0,0.0,0.0,0.0,0.0,-27959985000.0,18350855000.0,410545000.0,9198585000.0,2023-02-06
Xây dựng và Vật liệu L2,-28341492101.0,-111605000.0,-14666000.0,28467763100.0,0.0,6631860000.0,-6631860000.0,0.0,-28341492101.0,6520255000.0,-6646526000.0,28467763100.0,2023-02-06
Hàng & Dịch vụ Công nghiệp L2,-33408165549.0,44132571000.0,7817895000.0,-18542300450.0,14973000000.0,-14973000000.0,0.0,0.0,-18435165549.0,29159571000.0,7817895000.0,-18542300450.0,2023-02-06
Dịch vụ tài chính L2,-49744292749.0,-34243510000.0,-22890858000.0,106878660750.0,9085000000.0,-9133100000.0,1580300000.0,-1532200000.0,-40659292749.0,-43376610000.0,-21310558000.0,105346460750.0,2023-02-06
Ngân hàng L2,-199429575852.0,73419796500.0,-56581555000.0,182591334350.0,-47948520000.0,53058660000.0,-5110140000.0,0.0,-247378095851.0,126478456500.0,-61691695000.0,182591334350.0,2023-02-06
Tài nguyên Cơ bản L2,121461454550.0,-6584521000.0,4688045000.0,-119564978550.0,4989366000.0,-4989366000.0,0.0,0.0,126450820550.0,-11573887000.0,4688045000.0,-119564978550.0,2023-02-07
Bất động sản L2,76291949872.0,-17953055600.0,-3716660000.0,-54622234270.0,33523700000.0,70107409000.0,-99681874000.0,-3949235000.0,109815649872.0,52154353400.0,-103398534000.0,-58571469270.0,2023-02-07
Hóa chất L2,58260629601.0,-23369396000.0,-5714750000.0,-29176483600.0,0.0,0.0,0.0,0.0,58260629601.0,-23369396000.0,-5714750000.0,-29176483600.0,2023-02-07
Dịch vụ tài chính L2,55379332753.0,1505750000.0,-52126568000.0,-4758514750.0,0.0,36676500000.0,-35178200000.0,-1498300000.0,55379332753.0,38182250000.0,-87304768000.0,-6256814750.0,2023-02-07
Thực phẩm và đồ uống L2,28581897169.0,-41489234400.0,1131355000.0,11775982231.0,0.0,66960000.0,-66960000.0,0.0,28581897169.0,-41422274400.0,1064395000.0,11775982231.0,2023-02-07
Bán lẻ L2,16775753551.0,-14833154900.0,-5821055000.0,3878456350.0,-434340000000.0,434340000000.0,0.0,0.0,-417564246449.0,419506845100.0,-5821055000.0,3878456350.0,2023-02-07
Hàng cá nhân & Gia dụng L2,3126193000.0,-2151675000.0,-2494450000.0,1519932000.0,0.0,0.0,0.0,0.0,3126193000.0,-2151675000.0,-2494450000.0,1519932000.0,2023-02-07
Truyền thông L2,27656000.0,-27656000.0,0.0,0.0,0.0,0.0,0.0,0.0,27656000.0,-27656000.0,0.0,0.0,2023-02-07
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-07
Ô tô và phụ tùng L2,-718432450.0,299772000.0,0.0,418660450.0,0.0,0.0,0.0,0.0,-718432450.0,299772000.0,0.0,418660450.0,2023-02-07
Y tế L2,-1823916300.0,-39941000.0,-9740000.0,1873597300.0,0.0,0.0,0.0,0.0,-1823916300.0,-39941000.0,-9740000.0,1873597300.0,2023-02-07
Công nghệ Thông tin L2,-3144039830.0,10824270000.0,-7405170000.0,-275060170.0,0.0,0.0,0.0,0.0,-3144039830.0,10824270000.0,-7405170000.0,-275060170.0,2023-02-07
Du lịch và Giải trí L2,-6918433249.0,-1025719000.0,-122070000.0,8066222250.0,-2665000000.0,2665000000.0,0.0,0.0,-9583433249.0,1639281000.0,-122070000.0,8066222250.0,2023-02-07
Bảo hiểm L2,-8685697051.0,-1964245200.0,161674000.0,10488268250.0,0.0,0.0,0.0,0.0,-8685697051.0,-1964245200.0,161674000.0,10488268250.0,2023-02-07
Hàng & Dịch vụ Công nghiệp L2,-15742891901.0,34692868650.0,-2528252000.0,-16421724750.0,-18631000000.0,215427556000.0,-196796556000.0,0.0,-34373891901.0,250120424650.0,-199324808000.0,-16421724750.0,2023-02-07
Xây dựng và Vật liệu L2,-22613363802.0,4951971000.0,709340000.0,16952052800.0,-20605250400.0,20605250400.0,0.0,0.0,-43218614202.0,25557221400.0,709340000.0,16952052800.0,2023-02-07
Dầu khí L2,-24962928200.0,-5340035000.0,299645000.0,30003318200.0,0.0,0.0,0.0,0.0,-24962928200.0,-5340035000.0,299645000.0,30003318200.0,2023-02-07
"Điện, nước & xăng dầu khí đốt L2",-37862772702.0,10311128000.0,-2245000.0,27553889700.0,0.0,607500000.0,-607500000.0,0.0,-37862772702.0,10918628000.0,-609745000.0,27553889700.0,2023-02-07
Ngân hàng L2,-178112875702.0,85533854750.0,-61774230000.0,154353250951.0,-34852000000.0,112516850000.0,-76237930000.0,-1426920000.0,-212964875702.0,198050704750.0,-138012160000.0,152926330951.0,2023-02-07
Bất động sản L2,120347225853.0,4011198580.0,56370457000.0,-180728881430.0,0.0,0.0,0.0,0.0,120347225853.0,4011198580.0,56370457000.0,-180728881430.0,2023-02-08
Hàng & Dịch vụ Công nghiệp L2,7832434501.0,-8927012200.0,-1982465000.0,3077042700.0,0.0,0.0,0.0,0.0,7832434501.0,-8927012200.0,-1982465000.0,3077042700.0,2023-02-08
Hàng cá nhân & Gia dụng L2,258347500.0,-4652988000.0,5330350000.0,-935709500.0,0.0,0.0,0.0,0.0,258347500.0,-4652988000.0,5330350000.0,-935709500.0,2023-02-08
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-08
Truyền thông L2,-188900000.0,230600000.0,0.0,-41700000.0,0.0,0.0,0.0,0.0,-188900000.0,230600000.0,0.0,-41700000.0,2023-02-08
Y tế L2,-679905000.0,164996000.0,19190000.0,495719000.0,0.0,0.0,0.0,0.0,-679905000.0,164996000.0,19190000.0,495719000.0,2023-02-08
Ô tô và phụ tùng L2,-2323467200.0,-28416000.0,0.0,2351883200.0,0.0,0.0,0.0,0.0,-2323467200.0,-28416000.0,0.0,2351883200.0,2023-02-08
Thực phẩm và đồ uống L2,-8340087500.0,17625583900.0,35432140000.0,-44717636400.0,0.0,0.0,0.0,0.0,-8340087500.0,17625583900.0,35432140000.0,-44717636400.0,2023-02-08
Du lịch và Giải trí L2,-8523064999.0,-1305760000.0,8486130000.0,1342695000.0,-185500000.0,185500000.0,0.0,0.0,-8708564999.0,-1120260000.0,8486130000.0,1342695000.0,2023-02-08
Bảo hiểm L2,-9265422350.0,-70810400.0,-2239391000.0,11575623750.0,0.0,0.0,0.0,0.0,-9265422350.0,-70810400.0,-2239391000.0,11575623750.0,2023-02-08
Bán lẻ L2,-9750426351.0,-12311178150.0,16678364000.0,5383240500.0,0.0,0.0,0.0,0.0,-9750426351.0,-12311178150.0,16678364000.0,5383240500.0,2023-02-08
Dầu khí L2,-23686515250.0,14771561200.0,726240000.0,8188714050.0,0.0,0.0,0.0,0.0,-23686515250.0,14771561200.0,726240000.0,8188714050.0,2023-02-08
Công nghệ Thông tin L2,-30935432100.0,12781084000.0,18083420000.0,70928100.0,0.0,0.0,0.0,0.0,-30935432100.0,12781084000.0,18083420000.0,70928100.0,2023-02-08
"Điện, nước & xăng dầu khí đốt L2",-32523788501.0,-5511093000.0,5284020000.0,32750861500.0,-34710675000.0,34710675000.0,0.0,0.0,-67234463501.0,29199582000.0,5284020000.0,32750861500.0,2023-02-08
Xây dựng và Vật liệu L2,-35209205297.0,1759718800.0,-364303000.0,33813789500.0,0.0,-3996447600.0,0.0,3996447600.0,-35209205297.0,-2236728800.0,-364303000.0,37810237100.0,2023-02-08
Hóa chất L2,-38383324149.0,-12778931400.0,650315000.0,50511940550.0,0.0,0.0,0.0,0.0,-38383324149.0,-12778931400.0,650315000.0,50511940550.0,2023-02-08
Dịch vụ tài chính L2,-39187870050.0,-32741024000.0,-7540473000.0,79469367050.0,-8036000000.0,18500100000.0,-7799200000.0,-2664900000.0,-47223870049.0,-14240924000.0,-15339673000.0,76804467050.0,2023-02-08
Tài nguyên Cơ bản L2,-204505502851.0,11083869500.0,35146690000.0,158274943350.0,0.0,0.0,0.0,0.0,-204505502851.0,11083869500.0,35146690000.0,158274943350.0,2023-02-08
Ngân hàng L2,-437990215702.0,103519120650.0,113147855000.0,221323240050.0,103676300000.0,-103124720000.0,-959260000.0,407680000.0,-334313915702.0,394400650.0,112188595000.0,221730920050.0,2023-02-08
Bất động sản L2,199426061552.0,-62308367050.0,-10733797000.0,-126383897500.0,0.0,-294400000.0,87360000000.0,-87065600000.0,199426061552.0,-62602767050.0,76626203000.0,-213449497500.0,2023-02-09
Thực phẩm và đồ uống L2,86675795004.0,8833273000.0,-11560240000.0,-83948827999.0,-3840000000.0,-71200000.0,3911200000.0,0.0,82835795003.0,8762073000.0,-7649040000.0,-83948827999.0,2023-02-09
Hóa chất L2,43903709901.0,-8511286000.0,-4488775000.0,-30903648900.0,0.0,0.0,0.0,0.0,43903709901.0,-8511286000.0,-4488775000.0,-30903648900.0,2023-02-09
Hàng cá nhân & Gia dụng L2,13267623751.0,-11186021000.0,-468010000.0,-1613592750.0,0.0,0.0,0.0,0.0,13267623751.0,-11186021000.0,-468010000.0,-1613592750.0,2023-02-09
Bán lẻ L2,12782112251.0,3288512750.0,-5034730000.0,-11035895000.0,0.0,-1507200000.0,1507200000.0,0.0,12782112251.0,1781312750.0,-3527530000.0,-11035895000.0,2023-02-09
Hàng & Dịch vụ Công nghiệp L2,6660361899.0,5477331000.0,-7029720000.0,-5107972900.0,-112555000000.0,4055000000.0,108500000000.0,0.0,-105894638102.0,9532331000.0,101470280000.0,-5107972900.0,2023-02-09
Du lịch và Giải trí L2,5884415499.0,1790175000.0,-3601140000.0,-4073450500.0,-10262250000.0,10262250000.0,0.0,0.0,-4377834501.0,12052425000.0,-3601140000.0,-4073450500.0,2023-02-09
Xây dựng và Vật liệu L2,2291952999.0,-4997001000.0,-9890000.0,2714938000.0,0.0,0.0,0.0,0.0,2291952999.0,-4997001000.0,-9890000.0,2714938000.0,2023-02-09
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-09
Truyền thông L2,-55673000.0,51909000.0,0.0,3764000.0,0.0,0.0,0.0,0.0,-55673000.0,51909000.0,0.0,3764000.0,2023-02-09
Y tế L2,-805488000.0,440882000.0,0.0,364606000.0,0.0,0.0,0.0,0.0,-805488000.0,440882000.0,0.0,364606000.0,2023-02-09
Ô tô và phụ tùng L2,-916701000.0,111320000.0,0.0,805381000.0,0.0,0.0,0.0,0.0,-916701000.0,111320000.0,0.0,805381000.0,2023-02-09
Bảo hiểm L2,-1064863950.0,2358125000.0,-711485000.0,-581776050.0,0.0,-5080000000.0,0.0,5080000000.0,-1064863950.0,-2721875000.0,-711485000.0,4498223950.0,2023-02-09
"Điện, nước & xăng dầu khí đốt L2",-3779356101.0,3343156000.0,-1840170000.0,2276370101.0,0.0,0.0,0.0,0.0,-3779356101.0,3343156000.0,-1840170000.0,2276370101.0,2023-02-09
Công nghệ Thông tin L2,-5409822800.0,11149250000.0,-5726430000.0,-12997200.0,0.0,-2378000000.0,2378000000.0,0.0,-5409822800.0,8771250000.0,-3348430000.0,-12997200.0,2023-02-09
Dịch vụ tài chính L2,-24882280000.0,-70041800.0,-6419974000.0,31372295800.0,10620000000.0,11390500300.0,-20565361000.0,-1445139300.0,-14262280000.0,11320458500.0,-26985335000.0,29927156500.0,2023-02-09
Dầu khí L2,-34965935000.0,26263405000.0,-485865000.0,9188395000.0,0.0,0.0,0.0,0.0,-34965935000.0,26263405000.0,-485865000.0,9188395000.0,2023-02-09
Tài nguyên Cơ bản L2,-37562262450.0,9180412000.0,-10658540000.0,39040390450.0,0.0,-2088900000.0,2088900000.0,0.0,-37562262450.0,7091512000.0,-8569640000.0,39040390450.0,2023-02-09
Ngân hàng L2,-241881066049.0,4169796800.0,-43511645000.0,281222914250.0,-155500000.0,-7188400000.0,7343900000.0,0.0,-242036566050.0,-3018603200.0,-36167745000.0,281222914251.0,2023-02-09
Bất động sản L2,140015218580.0,-10969503070.0,-14902162000.0,-114143553510.0,0.0,0.0,0.0,0.0,140015218580.0,-10969503070.0,-14902162000.0,-114143553510.0,2023-02-10
Hóa chất L2,47840979560.0,-22288028560.0,-10159595000.0,-15393356000.0,0.0,0.0,0.0,0.0,47840979560.0,-22288028560.0,-10159595000.0,-15393356000.0,2023-02-10
Thực phẩm và đồ uống L2,39715582250.0,-10793696650.0,-31072802000.0,2150916400.0,0.0,0.0,0.0,0.0,39715582250.0,-10793696650.0,-31072802000.0,2150916400.0,2023-02-10
Bán lẻ L2,30918727300.0,-12619830500.0,-14092473000.0,-4206423800.0,0.0,0.0,0.0,0.0,30918727300.0,-12619830500.0,-14092473000.0,-4206423800.0,2023-02-10
Dịch vụ tài chính L2,29162555492.0,471666510.0,-17399146000.0,-12235076000.0,4072000000.0,-2891500000.0,-2308500000.0,1128000000.0,33234555492.0,-2419833490.0,-19707646000.0,-11107076000.0,2023-02-10
Du lịch và Giải trí L2,7374709600.0,-2159806599.0,-5728798000.0,513895000.0,2375750000.0,-2375750000.0,0.0,0.0,9750459600.0,-4535556599.0,-5728798000.0,513895000.0,2023-02-10
Truyền thông L2,2175000.0,-7815000.0,0.0,5640000.0,0.0,0.0,0.0,0.0,2175000.0,-7815000.0,0.0,5640000.0,2023-02-10
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-10
Xây dựng và Vật liệu L2,-632759879.0,-1224263120.0,62312000.0,1794711000.0,-680000000.0,680000000.0,0.0,0.0,-1312759879.0,-544263120.0,62312000.0,1794711000.0,2023-02-10
Ô tô và phụ tùng L2,-941809000.0,20345000.0,0.0,921464000.0,0.0,0.0,0.0,0.0,-941809000.0,20345000.0,0.0,921464000.0,2023-02-10
Hàng cá nhân & Gia dụng L2,-2181582000.0,2862087000.0,306495000.0,-987000000.0,0.0,0.0,0.0,0.0,-2181582000.0,2862087000.0,306495000.0,-987000000.0,2023-02-10
Y tế L2,-2538631750.0,1464812550.0,-19759000.0,1093578200.0,0.0,0.0,0.0,0.0,-2538631750.0,1464812550.0,-19759000.0,1093578200.0,2023-02-10
Dầu khí L2,-11047470000.0,7970680000.0,-756490000.0,3833280000.0,0.0,0.0,0.0,0.0,-11047470000.0,7970680000.0,-756490000.0,3833280000.0,2023-02-10
"Điện, nước & xăng dầu khí đốt L2",-13231817639.0,-12360812360.0,-5187236000.0,30779866000.0,0.0,0.0,0.0,0.0,-13231817639.0,-12360812360.0,-5187236000.0,30779866000.0,2023-02-10
Bảo hiểm L2,-20047415650.0,6719055000.0,-527630000.0,13855990650.0,0.0,0.0,0.0,0.0,-20047415650.0,6719055000.0,-527630000.0,13855990650.0,2023-02-10
Công nghệ Thông tin L2,-20331870251.0,29996478050.0,-9736968000.0,72360200.0,0.0,0.0,0.0,0.0,-20331870251.0,29996478050.0,-9736968000.0,72360199.0,2023-02-10
Hàng & Dịch vụ Công nghiệp L2,-24199164029.0,-3333949870.0,551749000.0,26981364900.0,-13152000000.0,13152000000.0,0.0,0.0,-37351164029.0,9818050130.0,551749000.0,26981364900.0,2023-02-10
Tài nguyên Cơ bản L2,-31973302060.0,-166807940.0,-19063012000.0,51203122000.0,-608000000.0,608000000.0,0.0,0.0,-32581302060.0,441192060.0,-19063012000.0,51203122000.0,2023-02-10
Ngân hàng L2,-35653801501.0,57689479900.0,-62502230000.0,40466551600.0,-17338150000.0,21138150000.0,-3800000000.0,0.0,-52991951501.0,78827629900.0,-66302230000.0,40466551600.0,2023-02-10
Hóa chất L2,62302644500.0,-10249872000.0,8721680000.0,-60774452500.0,8352800000.0,-8352800000.0,0.0,0.0,70655444500.0,-18602672000.0,8721680000.0,-60774452500.0,2023-02-13
Dịch vụ tài chính L2,40947849731.0,14955517411.0,3223513000.0,-59126880140.0,0.0,11508300000.0,-11508300000.0,0.0,40947849731.0,26463817411.0,-8284787000.0,-59126880140.0,2023-02-13
Tài nguyên Cơ bản L2,36128023100.0,-47121520900.0,3126210000.0,7867287799.0,-2881500000.0,2071500000.0,810000000.0,0.0,33246523100.0,-45050020900.0,3936210000.0,7867287799.0,2023-02-13
Bất động sản L2,23650233629.0,25962043120.0,46723091000.0,-96335367750.0,409500000.0,-409500000.0,0.0,0.0,24059733629.0,25552543120.0,46723091000.0,-96335367750.0,2023-02-13
Hàng & Dịch vụ Công nghiệp L2,16665191949.0,-19460360000.0,-1980880000.0,4776048049.0,0.0,0.0,0.0,0.0,16665191949.0,-19460360000.0,-1980880000.0,4776048049.0,2023-02-13
Thực phẩm và đồ uống L2,8178267899.0,10054395000.0,461710000.0,-18694372900.0,-185250000.0,185250000.0,0.0,0.0,7993017899.0,10239645000.0,461710000.0,-18694372900.0,2023-02-13
Ô tô và phụ tùng L2,304187000.0,-21817000.0,0.0,-282370000.0,0.0,0.0,0.0,0.0,304187000.0,-21817000.0,0.0,-282370000.0,2023-02-13
Viễn thông L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-02-13
Truyền thông L2,-271311000.0,260341000.0,0.0,10970000.0,0.0,0.0,0.0,0.0,-271311000.0,260341000.0,0.0,10970000.0,2023-02-13
